Iteration,Estimated_Pi
18700,"3,16466407175495"
18800,"3,1633854955409726"
18900,"3,165564023113642"
19000,"3,1658751978671997"
19100,"3,1643472498343272"
19200,"3,1651829871414443"
19300,"3,163415833469923"
19400,"3,1626997065536355"
19500,"3,1604538087520258"
19600,"3,1633311814073597"
19700,"3,1641503372952138"
19800,"3,1649616368286444"
19900,"3,165513401733874"
20000,"3,1645569620253164"
20100,"3,16460678579863"
20200,"3,1658960896481467"
20300,"3,1639650872817957"
20400,"3,1627906976744184"
20500,"3,1630921154142877"
20600,"3,162904959312145"
20700,"3,161994959138471"
20800,"3,1618150034202324"
20900,"3,1633116391705767"
21000,"3,1631269769543606"
21100,"3,1650791269781746"
21200,"3,166069295101553"
21300,"3,1644629326994504"
21400,"3,1624057928180878"
21500,"3,1626949102677258"
21600,"3,1620553359683794"
21700,"3,1637264907420906"
21800,"3,1646947811570008"
21900,"3,166799219145398"
22000,"3,1679746562027504"
22100,"3,166869671132765"
22200,"3,1653240179653523"
22300,"3,1640181611804765"
22400,"3,163618388531883"
22500,"3,1629999297111127"
22600,"3,1632724473371123"
22700,"3,163763066202091"
22800,"3,1629326489560934"
22900,"3,1623282469101706"
23000,"3,1610775151181967"
23100,"3,159622486663931"
23200,"3,1601171422733776"
23300,"3,1601790316017904"
23400,"3,1604538087520258"
23500,"3,1600887514287637"
23600,"3,1586696111891857"
23700,"3,158315565031983"
23800,"3,1613203161320316"
23900,"3,159912738811397"
24000,"3,1597656507142386"
24100,"3,159412690089145"
24200,"3,1582381729200653"
24300,"3,1585104308832133"
24400,"3,1579628551090404"
24500,"3,157826899529548"
24600,"3,157489410858683"
24700,"3,1575583253435604"
24800,"3,157626687038452"
24900,"3,155693555541474"
25000,"3,1563663910106685"
25100,"3,1554466025520145"
25200,"3,1523642732049035"
25300,"3,1524515606504266"
25400,"3,1521469347232562"
25500,"3,1524292248732846"
25600,"3,1523211427164144"
25700,"3,1526005888125614"
25800,"3,1507602124931307"
25900,"3,150851581508516"
26000,"3,1507513330101795"
26100,"3,1504617055947852"
26200,"3,1496062992125986"
26300,"3,1497005988023954"
26400,"3,148667183493351"
26500,"3,148951339789674"
26600,"3,148301574150787"
26700,"3,14821365405023"
26800,"3,1486811960289023"
26900,"3,148592497220109"
27000,"3,1483208955223883"
27100,"3,1487828966478824"
27200,"3,148877054873813"
27300,"3,148970528865563"
27400,"3,148158786695008"
27500,"3,147893772893773"
27600,"3,14924691921497"
27700,"3,1489797078383446"
27800,"3,148357870894677"
27900,"3,148984198645598"
28000,"3,1487208321619344"
28100,"3,148283009355218"
28200,"3,148024112525117"
28300,"3,1482923573256203"
28400,"3,14768633970629"
28500,"3,146737330241802"
28600,"3,146141576370937"
28700,"3,146757304972315"
28800,"3,1473689962297144"
28900,"3,1460918789462227"
29000,"3,1468721176279093"
29100,"3,146796431467964"
29200,"3,146043204223455"
29300,"3,147491674723386"
29400,"3,1487629859697974"
29500,"3,148009817522143"
29600,"3,1477641303769874"
29700,"3,1466864438205224"
29800,"3,1447868298860278"
29900,"3,1457127827459233"
30000,"3,146633102580239"
30100,"3,146067415730337"
30200,"3,14485056753098"
30300,"3,144458281444583"
30400,"3,1439060964889602"
30500,"3,1451405001288992"
30600,"3,1460443119313215"
30700,"3,1469427502434524"
30800,"3,1465495223987334"
30900,"3,1463191121067102"
31000,"3,145770967578264"
31100,"3,1463402296524863"
31200,"3,145954121502395"
31300,"3,146519225936165"
31400,"3,148027470048624"
31500,"3,1492126968257934"
31600,"3,1489785749875434"
31700,"3,1493716159157517"
31800,"3,1506985039136035"
31900,"3,1506172839506172"
32000,"3,1502264225241188"
32100,"3,148293448411142"
32200,"3,148066676443271"
32300,"3,147994737098582"
32400,"3,1486880466472305"
32500,"3,147852196232263"
32600,"3,1476296224775515"
32700,"3,1468026752634364"
32800,"3,1458303361626623"
32900,"3,145917001338688"
33000,"3,1457032553262474"
33100,"3,1465373829554637"
33200,"3,146919431279621"
33300,"3,1465557970329776"
33400,"3,1466390315134958"
33500,"3,1464262233493003"
33600,"3,1469513908401234"
33700,"3,1467388766982585"
33800,"3,14667411441605"
33900,"3,1470479019680653"
34000,"3,1475652656915387"
34100,"3,147062895113285"
34200,"3,147287535084894"
34300,"3,1469333455663104"
34400,"3,146293501623451"
34500,"3,1469488278755815"
34600,"3,147887003593686"
34700,"3,1485346157335994"
34800,"3,1484664796887722"
34900,"3,146411828344753"
35000,"3,1463502337288745"
35100,"3,145725040329808"
35200,"3,1463687150837987"
35300,"3,146728472098413"
35400,"3,1463869878233046"
35500,"3,146186910089954"
35600,"3,145571018334438"
35700,"3,1446817881523894"
35800,"3,144074122864796"
35900,"3,144158346470485"
36000,"3,143830233167409"
36100,"3,1445993031358883"
36200,"3,144681405550971"
36300,"3,1444906444906446"
36400,"3,1451159977534884"
36500,"3,1445186301959938"
36600,"3,1447351462817372"
36700,"3,1445463113700627"
36800,"3,1446272164067506"
36900,"3,144171779141104"
37000,"3,1449213769655757"
37100,"3,1442010254671806"
37200,"3,1442819710928918"
37300,"3,1452904966691966"
37400,"3,1451036454610435"
37500,"3,1447859449033504"
37600,"3,1440755916046492"
37700,"3,1437625083388925"
37800,"3,1426671100764882"
37900,"3,142099154369093"
38000,"3,141274696205671"
38100,"3,1405844289659153"
38200,"3,141059902150228"
38300,"3,140502644418023"
38400,"3,1407189301926146"
38500,"3,141190388773304"
38600,"3,142554750468127"
38700,"3,1419988633595843"
38800,"3,1424637563780675"
38900,"3,1417841133949844"
39000,"3,1426269137792104"
39100,"3,142834177316936"
39200,"3,1436705561570233"
39300,"3,1438742450301986"
39400,"3,1431990426804948"
39500,"3,143527913732044"
39600,"3,143730401301949"
39700,"3,1443054015523524"
39800,"3,1435115709659582"
39900,"3,143341080080356"
40000,"3,1432949589407095"
40100,"3,1430027040796333"
40200,"3,142466288841118"
40300,"3,1424227065382664"
40400,"3,1421349406960917"
40500,"3,1427019476992317"
40600,"3,142901377922279"
40700,"3,143099853270523"
40800,"3,1430552345736076"
40900,"3,14264858427139"
41000,"3,142244022072348"
41100,"3,1416013758838144"
41200,"3,141321337348938"
41300,"3,1418790414606312"
41400,"3,1424342479790504"
41500,"3,142392003937455"
41600,"3,142706051220065"
41700,"3,1424265259984927"
41800,"3,14250272525655"
41900,"3,1424607192410097"
42000,"3,1424189143690846"
42100,"3,1416738181411143"
42200,"3,1418679968730223"
42300,"3,141944588873208"
42400,"3,1417880034085437"
42500,"3,141516058690912"
42600,"3,141361256544503"
42700,"3,1416694257440314"
42800,"3,1417455773324523"
42900,"3,1423967184295343"
43000,"3,1416672755169137"
43100,"3,1419719336613814"
43200,"3,142160963014147"
43300,"3,142235123367199"
43400,"3,142195192586157"
43500,"3,142609449501517"
43600,"3,141663063842052"
43700,"3,1413988929624037"
43800,"3,1420373027259685"
43900,"3,1416610011808066"
44000,"3,141847263379628"
44100,"3,1418088554839168"
44200,"3,141212422713382"
44300,"3,1417325626750823"
44400,"3,1428065829056804"
44500,"3,1426553672316384"
44600,"3,1426155580608794"
44700,"3,1418028465998944"
44800,"3,1416549789621318"
44900,"3,1417276003218695"
45000,"3,142458100558659"
45100,"3,142638143683367"
45200,"3,1422711946887274"
45300,"3,1422328581833314"
45400,"3,142629702696155"
45500,"3,143459186845832"
45600,"3,1435268164897283"
45700,"3,144459352530361"
45800,"3,1440928125214525"
45900,"3,144158646436278"
46000,"3,1448690777329595"
46100,"3,1452548270450977"
46200,"3,144675492631794"
46300,"3,14505994633699"
46400,"3,1446967129786514"
46500,"3,145185836517975"
46600,"3,1445055501197747"
46700,"3,1449929288167553"
46800,"3,1456898000336078"
46900,"3,145118025751073"
47000,"3,1453906642128158"
47100,"3,144612097743357"
47200,"3,14498933901919"
47300,"3,145051364739519"
47400,"3,1445915016419543"
47500,"3,1440296531638867"
47600,"3,143677971138923"
47700,"3,1441566145936326"
47800,"3,143392628152435"
47900,"3,1429415045438143"
48000,"3,143315543040503"
48100,"3,1429691583899633"
48200,"3,142521841178772"
48300,"3,1423831365277644"
48400,"3,1432653591375503"
48500,"3,1433293366602935"
48600,"3,143291401222391"
48700,"3,14284792359072"
48800,"3,142305215711526"
48900,"3,1424715635241953"
49000,"3,1420327027893555"
49100,"3,1422994464177147"
49200,"3,142163750159663"
49300,"3,1422288791867174"
49400,"3,141894040577498"
49500,"3,141959440159954"
49600,"3,1423231651303496"
49700,"3,142784874162135"
49800,"3,141559424678274"
49900,"3,1426142267846457"
50000,"3,1427763286086927"
50100,"3,1430363864491846"
50200,"3,143689137990419"
50300,"3,143357080364954"
50400,"3,1433204440563802"
50500,"3,1435774533910172"
50600,"3,144028830620107"
50700,"3,144283543675773"
50800,"3,143758895971285"
50900,"3,1437218207646223"
51000,"3,1431036607913225"
51100,"3,1427780682062796"
51200,"3,143129009484637"
51300,"3,1432860512851937"
51400,"3,142865877892935"
51500,"3,1420640004880878"
51600,"3,1425091352009744"
51700,"3,143143751709882"
51800,"3,1431085221928945"
51900,"3,1429782595530793"
52000,"3,142848508657943"
52100,"3,143288084464555"
52200,"3,143536779982536"
52300,"3,143690079043068"
52400,"3,1428999850052484"
52500,"3,143242029636282"
52600,"3,143958638414871"
52700,"3,144110014020225"
52800,"3,143979992854591"
52900,"3,1441307578008915"
53000,"3,143907936884565"
53100,"3,1443375277572168"
53200,"3,1435577746919963"
53300,"3,1435227507298515"
53400,"3,143487858719647"
53500,"3,1436378059170904"
53600,"3,1437872078360067"
53700,"3,1435679789258013"
53800,"3,143533261269684"
53900,"3,143498673198612"
54000,"3,1425495388017577"
54100,"3,141878157848888"
54200,"3,1423933209647497"
54300,"3,1425429712367614"
54400,"3,1422382671480142"
54500,"3,1422970479704797"
54600,"3,1419939577039275"
54700,"3,1415116011945785"
54800,"3,1420216730692045"
54900,"3,1419005923255217"
55000,"3,141779961156175"
55100,"3,1419284940411703"
55200,"3,141093123168407"
55300,"3,1415099698914957"
55400,"3,1416581603720086"
55500,"3,141450161317711"
55600,"3,141420419232725"
55700,"3,141656561098734"
55800,"3,1422457483950894"
55900,"3,142568023386553"
56000,"3,142624652768035"
56100,"3,1420650256237925"
56200,"3,141946665175826"
56300,"3,141478112881176"
56400,"3,1421488063734366"
56500,"3,1417688436622457"
56600,"3,1420878785355426"
56700,"3,14188346770842"
56800,"3,141506042421393"
56900,"3,1412167384343603"
57000,"3,141274696205671"
57100,"3,1409004648092633"
57200,"3,141045001510118"
57300,"3,141102949238022"
57400,"3,1414185639229424"
57500,"3,1420765027322406"
57600,"3,1417896200943627"
57700,"3,141503783960364"
57800,"3,1417312134800923"
57900,"3,1426400347372994"
58000,"3,142609449501517"
58100,"3,1424089999459137"
58200,"3,142378921224556"
58300,"3,14234894626206"
58400,"3,142488161859664"
58500,"3,141783029001074"
58600,"3,1424281424281424"
58700,"3,1428188997456834"
58800,"3,143292438457221"
58900,"3,143261200202791"
59000,"3,1441513455901946"
59100,"3,1442023781023063"
59200,"3,1443367414685963"
59300,"3,1439705219627285"
59400,"3,1432729196983726"
59500,"3,1427439588010038"
59600,"3,142879742663538"
59700,"3,142684178664491"
59800,"3,1427370191297035"
59900,"3,1420478388585815"
60000,"3,1421838177533385"
60100,"3,142237210153452"
60200,"3,1429466429988513"
60300,"3,1432443703085906"
60400,"3,1433775696070776"
60500,"3,1430204166450206"
60600,"3,143072015767226"
60700,"3,1436931921174613"
60800,"3,144068673078912"
60900,"3,1435503019666546"
61000,"3,143519711414584"
61100,"3,1433275028295093"
61200,"3,1430552345736076"
61300,"3,1435091407912616"
61400,"3,14404219366071"
61500,"3,143769968051118"
61600,"3,1431778752933974"
61700,"3,1434685143672305"
61800,"3,143598351899893"
61900,"3,1438874498450913"
62000,"3,144095945637567"
62100,"3,1438262542398623"
62200,"3,1437163579388945"
62300,"3,143924101735971"
62400,"3,1445273130417255"
62500,"3,1447332008352413"
62600,"3,144701479416271"
62700,"3,1449853284177265"
62800,"3,145268324443443"
62900,"3,1453145314531454"
63000,"3,1457532331352676"
63100,"3,1451713395638627"
63200,"3,144747972334179"
63300,"3,143857557922968"
63400,"3,143671749101277"
63500,"3,1437199861379277"
63600,"3,14345730878537"
63700,"3,1439711761512266"
63800,"3,1439412605331887"
63900,"3,1442981916594905"
64000,"3,14473134658379"
64100,"3,1442376082211267"
64200,"3,1449005584402863"
64300,"3,145100149184377"
64400,"3,14506873733304"
64500,"3,14496074893949"
64600,"3,1448531022564077"
64700,"3,1449750881030503"
64800,"3,1454020338324877"
64900,"3,145217960212266"
65000,"3,1448823088274427"
65100,"3,144395875093583"
65200,"3,1445934214333944"
65300,"3,1448661144288192"
65400,"3,1450623963067157"
65500,"3,1444276421593336"
65600,"3,144322484781671"
65700,"3,144593883118748"
65800,"3,144413648093281"
65900,"3,1446090711712356"
66000,"3,145028710299969"
66100,"3,1446989700040437"
66200,"3,1448184128643026"
66300,"3,1451612903225805"
66400,"3,145279711998484"
66500,"3,1452490185877124"
66600,"3,1452926869583697"
66700,"3,1453362255965294"
66800,"3,145601808250141"
66900,"3,1460885513414376"
67000,"3,1457614385989623"
67100,"3,145951521402785"
67200,"3,14599377355399"
67300,"3,145962369989482"
67400,"3,1455640080272556"
67500,"3,1456799328921616"
67600,"3,146015125072717"
67700,"3,146203178734083"
67800,"3,146025706463737"
67900,"3,1455573056610766"
68000,"3,1451631553386834"
68100,"3,144770260909721"
68200,"3,144451104246392"
68300,"3,1452188528930947"
68400,"3,144972182629086"
68500,"3,145159438921922"
68600,"3,144841497237949"
68700,"3,145028383080022"
68800,"3,1452147477656633"
68900,"3,145257007212636"
69000,"3,145155776374866"
69100,"3,145484340859432"
69200,"3,1455260346826064"
69300,"3,145853193517636"
69400,"3,1458942453706853"
69500,"3,1455792165471044"
69600,"3,1451940892042116"
69700,"3,144668275846511"
69800,"3,1449232918065286"
69900,"3,1453191441492114"
70000,"3,1455019322369013"
70100,"3,1456136414628673"
70200,"3,145231748023029"
70300,"3,14471035562514"
70400,"3,1445417187779166"
70500,"3,143952907599001"
70600,"3,143365983971505"
70700,"3,142990508791038"
70800,"3,1425464391131626"
70900,"3,14189488611185"
71000,"3,1416624261598707"
71100,"3,1412224701230422"
71200,"3,141130277495919"
71300,"3,1413151228108824"
71400,"3,1410848620826184"
71500,"3,140924266385521"
71600,"3,1409708056414645"
71700,"3,141017216454199"
71800,"3,141063499354726"
71900,"3,1407666266244405"
72000,"3,1405391258832767"
72100,"3,140722671138893"
72200,"3,1410423736187245"
72300,"3,1404743289027888"
72400,"3,141270392224922"
72500,"3,1406354913470076"
72600,"3,1407497133957736"
72700,"3,1408636294904198"
72800,"3,140773976444195"
72900,"3,140955212305306"
73000,"3,141000817520761"
73100,"3,140708915145005"
73200,"3,1402831402831404"
73300,"3,140396726789769"
73400,"3,1400397852452353"
73500,"3,139683895771038"
73600,"3,139529923644585"
73700,"3,139643861293346"
73800,"3,140024677700719"
73900,"3,140137673153735"
74000,"3,1400504954066153"
74100,"3,140096618357488"
74200,"3,1409401655131544"
74300,"3,140453949871085"
74400,"3,140565639510342"
74500,"3,140610838269081"
74600,"3,1401271204276635"
74700,"3,1404368023879092"
74800,"3,1406797808242186"
74900,"3,1409880063742346"
75000,"3,141098127905516"
75100,"3,140616832200732"
75200,"3,1409894952279513"
75300,"3,141492313147959"
75400,"3,1419284940411703"
75500,"3,142036705647343"
75600,"3,142014047628943"
75700,"3,141469892517741"
75800,"3,1417084594023295"
75900,"3,141686328076493"
76000,"3,1415343915343916"
76100,"3,1416422408454774"
76200,"3,1414260095232205"
76300,"3,1408871050735825"
76400,"3,140866204855187"
76500,"3,140845359554944"
76600,"3,141275374205454"
76700,"3,1421548545678"
76800,"3,142325238845359"
76900,"3,1421099942796435"
77000,"3,1422799893897038"
77100,"3,1425136032933216"
77200,"3,1426826786077755"
77300,"3,1425957922553107"
77400,"3,142636729059239"
77500,"3,143059920916557"
77600,"3,1428455712607835"
77700,"3,1426318024631437"
77800,"3,1433073411175307"
77900,"3,143854551324737"
78000,"3,1440203152081905"
78100,"3,1438692536832784"
78200,"3,1437817845584837"
78300,"3,1438207660804625"
78400,"3,143292438457221"
78500,"3,1436466300909056"
78600,"3,1436227652681676"
78700,"3,1440385114755407"
78800,"3,1443278400702286"
78900,"3,1448671702174305"
79000,"3,1446540880503147"
79100,"3,144566578544594"
79200,"3,144354454502144"
79300,"3,1443922361664587"
79400,"3,1444921882734995"
79500,"3,144591895259379"
79600,"3,144629241891518"
79700,"3,1444803913832557"
79800,"3,144269981678126"
79900,"3,144555078909048"
80000,"3,144345091873833"
80100,"3,144752856189392"
80200,"3,1450363718358463"
80300,"3,145442438011673"
80400,"3,1453553195235022"
80500,"3,1452684222864735"
80600,"3,1456727485608353"
80700,"3,1455856558175794"
80800,"3,1450702580670273"
80900,"3,1455344297989813"
81000,"3,145386766076421"
81100,"3,1451784917880206"
81200,"3,145092571074444"
81300,"3,1447027424283447"
81400,"3,1446783851651534"
81500,"3,144714757008084"
81600,"3,1449934479303168"
81700,"3,1446056733766983"
81800,"3,1450047098175666"
81900,"3,1449801278728184"
82000,"3,1447746883988494"
82100,"3,144569776126549"
82200,"3,1443653890291485"
82300,"3,144702151236101"
82400,"3,144498082390429"
82500,"3,144414376643671"
82600,"3,144570286475683"
82700,"3,144965013690295"
82800,"3,1450602043529456"
82900,"3,1449761945408676"
83000,"3,1447136605603654"
83100,"3,144451802100085"
83200,"3,1444876979477683"
83300,"3,144404809089708"
83400,"3,1442628513261326"
83500,"3,143943672578034"
83600,"3,144216484570397"
83700,"3,1441933847974304"
83800,"3,14399339686351"
83900,"3,143676115180696"
84000,"3,14330084008457"
84100,"3,1435726834373714"
84200,"3,1434331367132082"
84300,"3,1433525364953296"
84400,"3,1436819070676973"
84500,"3,1433673089799865"
84600,"3,1430535173592404"
84700,"3,1433820118387117"
84800,"3,1433019497368226"
84900,"3,1433384549880596"
85000,"3,1436655139893115"
85100,"3,143759581817174"
85200,"3,1436214371367956"
85300,"3,14383119874689"
85400,"3,143924751964953"
85500,"3,1437868843417354"
85600,"3,1438802681112845"
85700,"3,143685117934045"
85800,"3,1441240060097475"
85900,"3,1438714636020935"
86000,"3,143734464102939"
86100,"3,1431961303276443"
86200,"3,142716517490931"
86300,"3,1426386511780344"
86400,"3,1424466711524124"
86500,"3,1421410149297104"
86600,"3,142349141841141"
86700,"3,142329020332717"
86800,"3,1424227065382664"
86900,"3,142743481248418"
87000,"3,1431203598330897"
87100,"3,1429860171402795"
87200,"3,1427953578894257"
87300,"3,142888000864024"
87400,"3,143149982917663"
87500,"3,143129119744239"
87600,"3,1431646932185147"
87700,"3,143312843855845"
87800,"3,1434044000501227"
87900,"3,142933762402789"
88000,"3,1431939136336036"
88100,"3,1431170730837152"
88200,"3,1430964132352157"
88300,"3,143411473629875"
88400,"3,1433346371297515"
88500,"3,143202159397642"
88600,"3,1432930074147656"
88700,"3,1434950561718114"
88800,"3,1436966757531772"
88900,"3,143453201796259"
89000,"3,143321325139507"
89100,"3,143356088267979"
89200,"3,142892377076617"
89300,"3,1429275331714357"
89400,"3,1430731098493503"
89500,"3,1431079894644425"
89600,"3,1431979232442293"
89700,"3,1433427364953657"
89800,"3,1431021508199017"
89900,"3,1432467396244888"
90000,"3,143116574701404"
90100,"3,1431511747571124"
90200,"3,1431856988535385"
90300,"3,1431107398318803"
90400,"3,1427081522683817"
90500,"3,142361111111111"
90600,"3,1420693960359984"
90700,"3,142377050600239"
90800,"3,142357806578879"
90900,"3,142175671471534"
91000,"3,141939716189621"
91100,"3,1412709906554945"
91200,"3,1414694636767595"
91300,"3,141181125389207"
91400,"3,1420811990786897"
91500,"3,142008481705956"
91600,"3,1422053753666193"
91700,"3,14250955261219"
91800,"3,1425979494377216"
91900,"3,142686158844148"
92000,"3,1424521373798098"
92100,"3,1423794738817428"
92200,"3,1427889695606233"
92300,"3,143037134149456"
92400,"3,14291059371758"
92500,"3,142944514287656"
92600,"3,1429783623249894"
92700,"3,1430654211945006"
92800,"3,142939393426244"
92900,"3,14265417272758"
93000,"3,142900593095757"
93100,"3,1426690745835373"
93200,"3,142808969819592"
93300,"3,1423663736485805"
93400,"3,142453401520759"
93500,"3,142487438452619"
93600,"3,1424159000872893"
93700,"3,142660696617531"
93800,"3,14306297853804"
93900,"3,1426754576793066"
94000,"3,1425514843541054"
94100,"3,1424277842711636"
94200,"3,1425140112089673"
94300,"3,14265242530785"
94400,"3,142790558311416"
94500,"3,1427716252618976"
94600,"3,143118199185979"
94700,"3,1430989561725218"
94800,"3,142715067130781"
94900,"3,142540192393662"
95000,"3,142261766943406"
95100,"3,142606942815128"
95200,"3,14238088164909"
95300,"3,142414350248953"
95400,"3,142033758748456"
95500,"3,1420675133249985"
95600,"3,141946297696125"
95700,"3,1418253447143796"
95800,"3,1416016265494853"
95900,"3,1416871416871417"
96000,"3,141772483309334"
96100,"3,142011737588073"
96200,"3,1419426481154877"
96300,"3,1418224527747873"
96400,"3,1421121251629724"
96500,"3,1422989254314557"
96600,"3,1419232082743815"
96700,"3,141956655944374"
96800,"3,1420410283043365"
96900,"3,141717731738158"
97000,"3,142005700958798"
97100,"3,1419372583280754"
97200,"3,141716631381612"
97300,"3,142054445054413"
97400,"3,142239571571442"
97500,"3,142171159702863"
97600,"3,1416477556210065"
97700,"3,1411255967977882"
97800,"3,141361256544503"
97900,"3,1416972867159796"
98000,"3,1415794450944876"
98100,"3,1415624549661345"
98200,"3,141796775019196"
98300,"3,1416791843778964"
98400,"3,1416119917628467"
98500,"3,141394651656009"
98600,"3,141578117283459"
98700,"3,141411247970973"
98800,"3,141294671245072"
98900,"3,1417271557680397"
99000,"3,141460937995811"
99100,"3,1413944494634904"
99200,"3,1416762996627132"
99300,"3,1416097190584664"
99400,"3,1415929203539825"
99500,"3,141724949085111"
99600,"3,1418071700077284"
99700,"3,141889230284409"
99800,"3,1419711303855054"
99900,"3,1422999496728736"
100000,"3,142085087664174"
